,lbcItemName,label
85160,"צמחי בית 17.99ש""""ח",חפצי קישוט לבית
85161,"צמחי בית 18.99ש""""ח",חפצי קישוט לבית
85162,"צמחי בית 19.99ש""""ח",חפצי קישוט לבית
85163,"צמחי בית 20.99ש""""ח",חפצי קישוט לבית
85164,"צמחי בית 21.99ש""""ח",חפצי קישוט לבית
85165,"צמחי בית 22.99ש""""ח",חפצי קישוט לבית
85166,"צמחי בית 23.99ש""""ח",חפצי קישוט לבית
85167,"צמחי בית 24.99ש""""ח",חפצי קישוט לבית
85168,"צמחי בית 25.99ש""""ח",חפצי קישוט לבית
85169,"צמחי בית 26.99ש""""ח",חפצי קישוט לבית
85170,"צמחי בית 27.99ש""""ח",חפצי קישוט לבית
85171,"צמחי בית 28.99ש""""ח",חפצי קישוט לבית
85172,"צמחי בית 29.99ש""""ח",חפצי קישוט לבית
85173,"צמחי בית 30.99ש""""ח",חפצי קישוט לבית
85174,"צמחי בית 31.99ש""""ח",חפצי קישוט לבית
85175,"צמחי בית 32.99ש""""ח",חפצי קישוט לבית
85176,"צמחי בית 33.99ש""""ח",חפצי קישוט לבית
85177,"צמחי בית 34.99ש""""ח",חפצי קישוט לבית
85178,"צמחי בית 35.99ש""""ח",חפצי קישוט לבית
85179,"צמחי בית 36.99ש""""ח",חפצי קישוט לבית
85180,"צמחי בית 37.99ש""""ח",חפצי קישוט לבית
85181,"צמחי בית 39.99ש""""ח",חפצי קישוט לבית
85182,"צמחי בית 40.99ש""""ח",חפצי קישוט לבית
85183,"צמחי בית 41.99ש""""ח",חפצי קישוט לבית
85184,"צמחי בית 42.99ש""""ח",חפצי קישוט לבית
85185,"צמחי בית 44.99ש""""ח",חפצי קישוט לבית
85186,"צמחי בית 45.99ש""""ח",חפצי קישוט לבית
85187,"צמחי בית 46.99ש""""ח",חפצי קישוט לבית
85188,"צמחי בית 47.99ש""""ח",חפצי קישוט לבית
85189,"צמחי בית 49.99ש""""ח",חפצי קישוט לבית
85190,"צמחי בית 51.99ש""""ח",חפצי קישוט לבית
85191,"צמחי בית 53.99ש""""ח",חפצי קישוט לבית
85192,"צמחי בית 54.99ש""""ח",חפצי קישוט לבית
85193,"צמחי בית 59.99ש""""ח",חפצי קישוט לבית
85194,"צמחי בית 64.99ש""""ח",חפצי קישוט לבית
85195,"צמחי בית 69.99ש""""ח",חפצי קישוט לבית
85196,"צמחי בית 74.99ש""""ח",חפצי קישוט לבית
85197,"צמחי בית 79.99ש""""ח",חפצי קישוט לבית
85198,"צמחי בית 84.99ש""""ח",חפצי קישוט לבית
85199,"צמחי בית 89.99ש""""ח",חפצי קישוט לבית
85200,"צמחי בית 94.99ש""""ח",חפצי קישוט לבית
85201,"צמחי בית 99.99ש""""ח",חפצי קישוט לבית
85202,"צמחי בית 104.99ש""""ח",חפצי קישוט לבית
85203,"צמחי בית 109.99ש""""ח",חפצי קישוט לבית
85204,תפוציפס קידס 15 גר,"ביסקוויטים, עוגות וכדומה"
85205,דנונה מארז דיאט פרי תות  0% 4*150מל,"לבן, יוגורט ומעדני חלב"
85206,תענוג דיאט בטעם קפה 0% 160מל,"לבן, יוגורט ומעדני חלב"
85207,ציטוס סוויטוס שוקולד 35 גרם,"ביסקוויטים, עוגות וכדומה"
85208,ציטוס סוויטוס חמאת בוטנים 35 גרם,"ביסקוויטים, עוגות וכדומה"
85209,דני מארז וניל ב- 20% הנחה 8*125מל,"לבן, יוגורט ומעדני חלב"
85210,מעדן שטראוס מארז שוקולד 20% הנחה 4*160מל,"לבן, יוגורט ומעדני חלב"
85211,פרה מאגדת שוקולד חלב 3*100גר,ממתקים ושוקולד
85212,מאסט מסטיק ספירמינט עדין 5*28גר,ממתקים ושוקולד
85213,עלית מארז סלסלה ענקית ראש השנה 2011,
85214,עלית חבילת שי שופרסל גדולה,
85215,עלית חבילת שי ראמדאן גדולה,
85216,עלית חבילת שי ראמדאן ענקית,
85217,עלית חבילת שי ראמדאן קטנה,
85218,עלית פקעלך לשמחת תורה מגדים,
85219,עלית מארז ילדים לראש השנה,
85220,"עלית מארז חזרה לביה""""ס קלמר",
85221,עלית מארז ילדים ראמדאן,
85222,עלית מארז נר ראשון 104 גרם,
85223,עלית מארז שפנפנים 101ג,
85224,עלית מארז סביבון מתוק 129 גרם,
85225,עלית מארז קופת ממתקים 141 גרם,
85226,עלית מארז נר ראשון מגדים 104ג,
85227,עלית סביבון מגדים 132 גרם,
85228,עלית סלסלת ממתקים,
85229,אקטיביה מארז מעודן 1.5% 4* 150מל,"לבן, יוגורט ומעדני חלב"
85230,דוריטוס מארז נאצו מהדרין 7*30 גר,"ביסקוויטים, עוגות וכדומה"
85231,דבש טהור מפרחי בר באריזת לחיץ 250 גר,"ריבה, דבש וכדומה"
85232,מאסט מסטיק קוביות בטעם ספירמינט 21גר,ממתקים ושוקולד
85233,דניאלה מארז תות ב-20% הנחה 4*150מל,"לבן, יוגורט ומעדני חלב"
85234,מעדן הגולן שוקולד 160מל,"לבן, יוגורט ומעדני חלב"
85235,מעדן הגולן מריר 160מל,"לבן, יוגורט ומעדני חלב"
85236,שטראוס גבינות לאבנה 5% 500 גרם,גבינה
85237,שטראוס גבינות לאבנה 5% 250 גרם,גבינה
85238,אחלה עגבניות ופלפל קלוי חריף 400 גרם,סלטים מוכנים
85239,אחלה מטבוחה עגבניות ופלפלים קלויים 400ג,סלטים מוכנים
85240,אחלה חציל קלוי על טחינה 250 גרם,סלטים מוכנים
85241,אחלה רצועות פלפלים קלויים 400 גרם,סלטים מוכנים
85242,"בזוקה מסטיק תות בננה לל""""ס 28 גרם",ממתקים ושוקולד
85243,דנונה מארז יווני 7% 4*125מל,"לבן, יוגורט ומעדני חלב"
85244,שטראוס גבינות מארז סקי לאבנה 5% 2*250גר,גבינה
85245,קינוחי יוגורט תות מארז 4*128מל,"לבן, יוגורט ומעדני חלב"
85246,דוריטוס ברביקיו  45 גר,"ביסקוויטים, עוגות וכדומה"
85247,דוריטוס ברביקיו סאריפ חרדי 55 גר,"ביסקוויטים, עוגות וכדומה"
85248,דוריטוס  ברבקיו 70ג,"ביסקוויטים, עוגות וכדומה"
85249,מארז גמדים פטל תות מהדרין 6 * 50 גר,"לבן, יוגורט ומעדני חלב"
85250,מארז שלישיות טורקי עלית 145 גרם,קפה
85251,מארז שלישיות טורקי עלית 85 גרם,קפה
85252,ציטוס מארז גבינה 4*60גר,"ביסקוויטים, עוגות וכדומה"
85253,מארז אקטיביה פרי 7+1 150 מל,"לבן, יוגורט ומעדני חלב"
85254,מארז גמדים תות בננה מהדרין 6 *50 גר,"לבן, יוגורט ומעדני חלב"
85255,"שוקולד פרה מריר כשל""""פ  4*100גר",ממתקים ושוקולד
85256,דוריטוס מארז 4*55גר,"ביסקוויטים, עוגות וכדומה"
85257,מיני טעמי נאטס חדש 190 גרם,ממתקים ושוקולד
85258,לקט מסולסלים ירקות 350 גר,ירקות אחרים
85259,פרה שוקולד לבן מגדים 100גר,
85260,פרה שוקולד עם עדשים לבנים 100גר,ממתקים ושוקולד
85261,פרה שוקולד חלב במילוי מוס טעם אייס קפה,ממתקים ושוקולד
85262,פרה אצבעות במ.קרם חלב וסוכריות 48גר,ממתקים ושוקולד
85263,פרה מגדים מאגדת מריר 4+1 *100גר,ממתקים ושוקולד
85264,עלית עוגה ק.שוקולד ס. צבעוניות 330גר,"ביסקוויטים, עוגות וכדומה"
85265,בפלה יום הולדת 250 ג,"ביסקוויטים, עוגות וכדומה"
85266,דוריטוס חמוץ חריף 45גר,"ביסקוויטים, עוגות וכדומה"
85267,דוריטוס נאצו 45גר,"ביסקוויטים, עוגות וכדומה"
85268,דוריטוס גריל 45גר,"ביסקוויטים, עוגות וכדומה"
85269,דוריטוס חריף אש 45 גרם,"ביסקוויטים, עוגות וכדומה"
85270,דנונה סיידר תפוחים 3% 150 מל,"לבן, יוגורט ומעדני חלב"
85271,דנונה קרמל אגוזים 4% 150 מל,"לבן, יוגורט ומעדני חלב"
85272,"כרוב אדום בד""""צ 400 גר",
85273,תפוציפס קידס 15 גר,"ביסקוויטים, עוגות וכדומה"
85274,פרה שוקולד חלב במילוי מוס בטעם תות  85גר,ממתקים ושוקולד
85275,עלית אצבעות וופל במילוי טראפלס מריר 120ג,"ביסקוויטים, עוגות וכדומה"
85276,תפוציפס שמנת בצל 200גר,"ביסקוויטים, עוגות וכדומה"
85277,עלמה סטיקס בטעם קינמון,ממתקים ושוקולד
85278,עלמה סטיקס בטעם מנטה,ממתקים ושוקולד
85279,עלמה סטיקס בטעם לימון,ממתקים ושוקולד
85280,תפוציפס סטיקס טבעי 50 גרם,"ביסקוויטים, עוגות וכדומה"
85281,תפוציפס סטיקס טבעי לסטריפ 50 גרם,"ביסקוויטים, עוגות וכדומה"
85282,סבבה מיקס 30 גר,בוטנים
85283,תפוציפס שמנת ופטריות 60ג,"ביסקוויטים, עוגות וכדומה"
85284,תפוציפס בלסמי בצל 60גר,"ביסקוויטים, עוגות וכדומה"
85285,חטיף ציטוס אפוי ביג 40 גרם,"ביסקוויטים, עוגות וכדומה"
85286,ציטוס גבינה 100 ג,"ביסקוויטים, עוגות וכדומה"
85287,שוש חטיף אפוי ביג 55 גרם,"ביסקוויטים, עוגות וכדומה"
85288,ציטוס גבינה 100 ג,"ביסקוויטים, עוגות וכדומה"
85289,ציטוס גבינה חריף בקטנה 40 גרם,"ביסקוויטים, עוגות וכדומה"
85290,ציטוס גבינה טעם טוסט פיצה 40 גרם,"ביסקוויטים, עוגות וכדומה"
85291,שטראוס רביולי עם גבינת עיזים  400גר,מוצרי בצק
85292,דוריטוס חריף אש 200 גרם,"ביסקוויטים, עוגות וכדומה"
85293,דוריטוס טאקו 70 גר,"ביסקוויטים, עוגות וכדומה"
85294,דוריטוס חטיף תירס בטעם טאקו 55 גרם,"ביסקוויטים, עוגות וכדומה"
85295,דוריטוס בטעם טאקו 45 גר,"ביסקוויטים, עוגות וכדומה"
85296,סלסלה ראש השנה קואופ ישראל 2010,
85297,סימפוניה שטראוס גבינת ציזיק 4.5% 200 גר,גבינה
85298,סלסלה מגדים ראש השנה 2010,
85299,מילקי 3 שוקולד לבן 165 מל,"לבן, יוגורט ומעדני חלב"
85300,מארז מילקי חג מהדרין 6* 170מל,"לבן, יוגורט ומעדני חלב"
85301,טבלת פסק זמן שוק.חלב עם קרם חלבה 110ג,ממתקים ושוקולד
85302,טבלת פסק זמן שוק.חלב עם קרם שקדים 110ג,ממתקים ושוקולד
85303,עלית קפה טורקי פינגאן עם הל 150גר,קפה
85304,שקית משפחתית מיני מקופלת חלב מגדים 400גר,ממתקים ושוקולד
85305,טורקי עלית לכל יום בשבוע 168 גרם,קפה
85306,טורקי עלית לדרך 140 גרם,קפה
85307,עלית קפה נמס מיובש בהקפאה 200 גרם,קפה
85308,מארז סקי 5% 250גר + לאבנה 5% 250גר,גבינה
85309,סימפוניה עירית 5% 200גרם,גבינה
85310,שטראוס רביולי גבינה וטפנד זיתים 400גר,מוצרי בצק
85311,עלית נשיקולדה עוגיות 95ג,ממתקים ושוקולד
85312,מארז סקי  5% 2* 750 גר,גבינה
85313,סימפוניה גבינת שמנת טבעי 22% 200גר,גבינה
85314,סימפוניה גבינת שמנת זיתים 22% 200גר,גבינה
85315,סימפוניה גבינת שמנת שום שמיר22% 200ג,גבינה
85316,יד מרדכי דבש לילדים 250ג,"ריבה, דבש וכדומה"
85317,יד מרדכי שמן זית שום גינגר 250גר,שמנים
85318,דנונה מארז יווני דבש 6% 4*125מל,"לבן, יוגורט ומעדני חלב"
85319,אנרגי חטיף עם שוקולד מריר ובננה 6 156ג,קטניות ומוצרי דגן
85320,פרה מארז ממרח שוקולד 2*500 גרם,ממתקים ושוקולד
85321,פרה שוקולד חלב במילוי קרם נוגט 100ג,ממתקים ושוקולד
85322,דוריטוס דיפאס סלסה חריפה 326 גר,"ביסקוויטים, עוגות וכדומה"
85323,דוריטוס דיפאס סלסה מעודנת 326 גר,"ביסקוויטים, עוגות וכדומה"
85324,עלית נמס קפה 200 גרם עם ופלים 250 גרם,קפה
85325,עלית עוגת רולדה בטעם תפוח-קינמון 300ג,"ביסקוויטים, עוגות וכדומה"
85326,סימפוניה שטראוס אמנטל 200ג+שום שמיר 100ג,גבינה
85327,מאסט מסטיק קוביות בטעם תותים 21גר,ממתקים ושוקולד
85328,דבש לילדים טעם תות 250ג,"ריבה, דבש וכדומה"
85329,יד מרדכי שמן זית עם עשבי תיבול 250 מל,שמנים
85330,יד מרדכי שמן זית עם לימון 250 מל,שמנים
85331,דבש לילדים טעם וניל 250ג,"ריבה, דבש וכדומה"
85332,קוטג שטראוס 5% 400גר,גבינה
